mjd,counts,event
59115.39555877093,-1.3455495417583896,0.0
59115.402503243706,-1.9590306338200132,0.0
59115.40944771625,-1.391667155914885,0.0
59115.41639218856,-1.1232334894143368,0.0
59115.42333666088,0.1487222341495964,0.0
59115.43028113296,-1.8658090661100117,0.0
59115.4511145478,-0.08613386898183051,0.0
59115.45805901895,-1.240691684255201,0.0
59115.47194796079,-2.5051577423958795,0.0
59115.47889243124,-1.262259293314979,0.0
59115.48583690169,-1.0448765145570125,0.0
59115.492781371904,-0.752691855504225,0.0
59115.49972584189,-1.0292867779626256,0.0
59115.506670311646,-0.6072594379587821,0.0
59115.5136147814,-1.0034729982211534,0.0
59115.52055925068,-0.9981796446034866,0.0
59115.52750371997,-1.5258945869476719,0.0
59115.53444818902,-1.8828498325011676,0.0
59115.54139265784,-1.2992767030583345,0.0
59115.54833712643,-1.1038486260328844,0.0
59115.55528159478,-0.9457324233847704,0.0
59115.562226063135,0.15851313495691527,0.0
59115.56917053103,-1.086249962662286,0.0
59115.57611499892,-1.1284260350796798,0.0
59115.583059466575,-1.1586596519121275,0.0
59115.590003934,-0.8198756552779296,0.0
59115.59694840119,-1.049527562469417,0.0
59115.60389286838,-1.7388046588008539,0.0
59115.61083733511,-1.4364683245909924,0.0
59115.61778180183,-2.323180325325502,0.0
59115.624726268325,-1.5996217650253408,0.0
59115.63167073458,-1.0622604525031327,0.0
59115.63861520061,-0.8690348031465875,0.0
59115.645559666635,-0.398835192771992,0.0
59115.652504132435,-1.8225288661588857,0.0
59115.65944859776,-1.04389231120644,0.0
59115.66639306332,-1.0180851337001462,0.0
59115.67333752842,-1.7025434595650966,0.0
59115.68028199328,-0.7301910750315053,0.0
59115.68722645814,-1.525259961628509,0.0
59115.69417092277,-1.7245345690229723,0.0
59115.70111538717,-0.6370607518987108,0.0
59115.708059851335,-0.1904276674601112,0.0
59115.7150043155,-1.8970436129768158,0.0
59115.72194877943,-0.7514614186197909,0.0
59115.72889324289,0.6111238620937062,0.0
59115.73583770659,-0.24780901284243623,0.0
59115.74278216982,-1.0495539030178649,0.0
59115.74972663306,-0.9226800529198564,0.0
59115.75667109606,-1.4649412803108113,0.0
59115.763615558826,-0.4044211099684642,0.0
59115.77056002136,-1.3900646625363955,0.0
59115.77750448389,-1.1070840667848678,0.0
59115.78444894596,-0.47803397765421146,0.0
59115.79139340803,-0.8041139571580869,0.0
59115.7983378701,-0.5119034864819485,0.0
59115.805282331705,-1.6424067288519504,0.0
59115.81222679331,-1.5578214658676253,0.0
59115.819171254676,-0.48897856342467694,0.0
59115.82611571581,-1.8450528321451656,0.0
59115.83306017695,-1.3178062448826586,0.0
59115.84000463785,-0.10964601263159673,0.0
59115.84694909853,-1.0131634198324904,0.0
59115.85389355897,-1.1501310312704094,0.0
59115.860838019405,-0.09560931905044967,0.0
59115.86778247961,-0.6541651853714423,0.0
59115.87472693958,-1.819119403193111,0.0
59115.88167139956,-1.5270781904371102,0.0
59115.888615859294,-1.4459294326504797,0.0
59115.89556031881,-0.052559617083386634,0.0
59115.90250477808,-0.3145908246262984,0.0
59115.909449237355,-0.9373848828075627,0.0
59115.916393696396,0.33197147438566077,0.0
59115.923338155204,-0.4382158911750659,0.0
59115.93028261401,-0.9405475411037361,0.0
59115.93722707236,-2.3757041961471024,0.0
59115.94417153094,-0.8720701541617571,0.0
59115.951115989046,-1.3290757517713734,0.0
59115.958060447156,0.04557764057696029,0.0
59115.96500490503,-1.0632510728356592,0.0
59115.97194936291,-1.684341026990393,0.0
59115.97889382033,-1.2616322915274067,0.0
59115.98583827774,-1.9108087220527392,0.0
59115.99278273515,-1.0337498048358467,0.0
59115.99972719233,-1.8104498312459787,0.0
59116.00667164927,-0.15523459532807804,0.0
59116.013616105985,-1.1987431113017561,0.0
59116.0205605627,-1.585800639097974,0.0
59116.027505019185,-0.5686048817430189,0.0
59116.034449475665,0.11199962129130492,0.0
59116.04139393168,-1.514071037465154,0.0
59116.048338387925,-0.8881789855657498,0.0
59116.05528284371,-0.6779582789555925,0.0
59116.06222729949,-0.5883886234673736,0.0
59116.069171755036,-2.1719060250779147,0.0
59116.07611621059,-1.0695061038016656,0.0
59116.08306066591,0.21947077762231293,0.0
59116.09000512099,-1.378060397241358,0.0
59116.09694957607,-1.17533389641563,0.0
59116.10389403092,-2.2299698442400104,0.0
59116.11083848554,-0.8868420423025165,0.0
59116.117782940164,-0.543830669339077,0.0
59116.12472739455,0.17781085737252,0.0
59116.13167184893,6.863997259289915,0.0
59116.13861630285,-1.0286839410890543,0.0
59116.145560757,-2.4539441922048595,0.0
59116.15250521069,-1.2884464137080731,0.0
59116.159449664614,-1.727762886175297,0.0
59116.16639411806,0.34438368500687544,0.0
59116.17333857152,-1.4531009520401799,0.0
59116.18028302474,-2.2860094972117744,0.0
59116.18722747796,-0.9761974199076087,0.0
59116.19417193095,-0.14869377687943308,0.0
59116.2011163837,-2.2616678260953904,0.0
59116.21500528922,0.28297176828668746,0.0
59116.221949741506,-1.0961585189291396,0.0
59116.228894193795,0.8317064531169709,0.0
59116.235838646084,0.8028784071037903,0.0
59116.24278309814,0.30972604477876853,0.0
59116.24972754996,-0.6772279653314655,0.0
