mjd,counts,event
59087.74975187234,2.4074661241287796,0.0
59087.75669633634,1.3637484319784874,0.0
59087.76364079987,1.2229051965594415,0.0
59087.77058526318,0.16754718270080504,0.0
59087.77752972624,1.505915314103072,0.0
59087.78447418885,1.5364641611690244,0.0
59087.791418651446,1.9754835790442244,0.0
59087.79836311382,1.381990827190984,0.0
59087.80530757573,0.6690083358776816,0.0
59087.81225203763,3.0814219646468075,0.0
59087.81919649907,0.6647897809408296,0.0
59087.82614096027,1.0463873803199475,0.0
59087.83308542148,1.3985185719859174,0.0
59087.840029882216,1.1917123936392562,0.0
59087.84697434273,0.8587955696559907,0.0
59087.853918803004,0.514918448154435,0.0
59087.86086326304,2.0180601718813387,0.0
59087.867807722854,1.4063173542548641,0.0
59087.874752182426,2.2155013333492333,0.0
59087.88169664177,1.7526824079216134,0.0
59087.88864110088,2.4568160336570406,0.0
59087.89558555976,2.2666542085732346,0.0
59087.9025300184,0.7919205670390737,0.0
59087.909474476815,0.737252525377592,0.0
59087.916418935,1.6876450713830673,0.0
59087.92336339294,0.38586506795548703,0.0
59087.93030785066,1.2718670082753745,0.0
59087.93725230813,2.2664792599718906,0.0
59087.944196765384,1.2586601004719566,0.0
59087.951141222395,1.0922351344636685,0.0
59087.95808567941,2.232132136101739,0.0
59087.96503013596,0.4553768343370184,0.0
59087.97197459228,0.3230807043400825,0.0
59087.97891904836,0.38575124225913304,0.0
59087.985863504444,1.1658214069593411,0.0
59087.992807960065,0.08586876538704558,0.0
59087.99975241568,0.6890320165303955,0.0
59088.00669687107,0.7326885749732389,0.0
59088.013641326215,-0.2221974848126306,0.0
59088.020585780905,1.9750454576670116,0.0
59088.02753023559,2.604471322133176,0.0
59088.03447469028,1.1374917625689946,0.0
59088.0414191445,2.4691999692980335,0.0
59088.048363598486,0.32913393526788215,0.0
59088.05530805248,1.5101908507908832,0.0
59088.06225250623,0.6068615620268345,0.0
59088.06919695952,1.5185252088655299,0.0
59088.07614141281,0.9988635483833922,0.0
59088.0830858661,1.1186265809783829,0.0
59088.09003031893,0.5417397791044405,0.0
59088.09697477151,1.23114120198373,0.0
59088.10391922411,1.6510017298206652,0.0
59088.11086367646,1.6378787079391262,0.0
59088.11780812859,1.0044690464788573,0.0
59088.12475258048,0.6369490038017103,0.0
59088.131697032375,1.8969376661349306,0.0
59088.13864148404,1.4257541498629418,0.0
59088.14558593523,-0.49880076428046494,0.0
59088.15253038666,1.7274106739816673,0.0
59088.159474837616,0.9363107014745098,0.0
59088.16641928858,1.0695709145677617,0.0
59088.17336373907,1.3611334117375287,0.0
59088.18030818957,1.7906390354273747,0.0
59088.18725264007,-0.23735184726494213,0.0
59088.194197090095,1.4868020200481002,0.0
59088.20114154013,2.9658763124813605,0.0
59088.20808598992,1.4981670720005802,0.0
59088.21503043972,1.764042107262712,0.0
59088.22197488905,0.864088731546941,0.0
59088.228919338384,1.7775786333698553,0.0
59088.23586378748,1.3409880359420818,0.0
59088.24280823658,0.9259472647093234,0.0
59088.24975268544,-0.36361093840337383,0.0
59088.25669713408,0.226917426040837,0.0
59088.26364158248,1.0591033512485728,0.0
59088.27058603088,0.7461427226826578,0.0
59088.27753047905,1.7665361226148626,0.0
59088.28447492698,0.361096220093392,0.0
59088.29141937492,1.7032579492117275,0.0
59088.298363822614,2.0274101546766516,0.0
59088.305308270086,2.416406403978917,0.0
59088.31225271756,1.6155129749390638,0.0
59088.31919716479,1.2701334269516902,0.0
59088.3261416118,1.747510813319804,0.0
59088.333086058796,0.8150585446014721,0.0
59088.34003050557,2.151957100230869,0.0
59088.346974952336,0.9600057983615138,0.0
59088.35391939864,0.6359891673222606,0.0
59088.36086384495,-0.9237003346867418,0.0
59088.36780829125,-0.22271160183141067,0.0
59088.37475273733,0.44032279474540714,0.0
59088.38169718316,0.3477628527601364,0.0
59088.388641629004,1.1856891766974242,0.0
59088.39558607461,1.685575710862601,0.0
59088.40253051998,0.31883918515861426,0.0
59088.40947496535,1.1990397448606613,0.0
59088.416419410496,1.4358670875127504,0.0
59088.42336385563,-0.7321515044966702,0.0
59088.43030830054,2.1086925223059563,0.0
59088.43725274522,2.6320005388682977,0.0
59088.44419718989,2.683768537704898,0.0
59088.45114163434,1.7057432260341199,0.0
59088.458086078776,0.9412621921189006,0.0
59088.46503052299,2.9181699398649874,0.0
59088.47197496719,1.5333439457041598,0.0
59088.47891941117,1.7152386900588525,0.0
59088.48586385492,1.1292937371301248,0.0
59088.49280829866,2.8051644502581627,0.0
59088.49975274217,1.2548331139440019,0.0
59088.50669718568,1.3998836086105841,0.0
59088.51364162896,1.911685427357658,0.0
59088.520586072,1.3960648690110733,0.0
59088.52753051505,-1.3195352899722892,0.0
59088.5344749581,1.6470077653887727,0.0
59088.541419400906,2.0698864542929796,0.0
59088.54836384349,2.0233525839514233,0.0
59088.555308286064,0.8520236323096511,0.0
59088.562252728414,1.2924400555594584,0.0
59088.56919717076,2.6221426007369484,0.0
59088.57614161287,2.2517277533182103,0.0
59088.58308605499,0.9998980247983045,0.0
59088.59003049687,0.22006900051365852,0.0
59088.59697493875,2.2818710127733723,0.0
59088.603919380395,1.634897110870461,0.0
59088.61086382205,0.8349284618708585,0.0
59088.61780826346,0.9199743742666089,0.0
59088.624752704876,1.1473305943930245,0.0
59088.631697146055,1.667493612866294,0.0
59088.63864158701,0.9723800640652782,0.0
59088.64558602819,1.2549530271430576,0.0
59088.652530468906,0.17449413595481156,0.0
59088.659474909626,-0.6111111908640792,0.0
59088.66641935034,1.1733270526626693,0.0
59088.673363790826,4.096242431850573,0.0
59088.680308231305,0.7892617325099692,0.0
59088.68725267156,3.7361377859739857,0.0
59088.69419711181,0.41777074942578923,0.0
59088.70114155183,1.0421871925113786,0.0
59088.70808599185,0.6039878122754542,0.0
59088.71503043163,1.7570203383349325,0.0
59088.72197487142,0.3865015374530983,0.0
59088.72891931097,-0.4431916822425166,0.0
59088.735863750524,0.6782347069793268,0.0
59088.74280818984,2.600372735817704,0.0
59088.74975262916,2.090371623095492,0.0
59088.75669706825,0.890120201421487,0.0
59088.763641507336,2.1273715403216293,0.0
59088.770585946426,1.2389088461288709,0.0
59088.777530385276,0.9867129104618632,0.0
59088.7844748239,1.607419134181769,0.0
59088.79141926275,1.494434351678549,0.0
59088.79836370114,0.48617398269735046,0.0
59088.80530813977,0.2585728340754361,0.0
59088.81225257792,1.3695374495450419,0.0
59088.81919701631,0.2953779731344355,0.0
59088.82614145446,1.9004642821033635,0.0
59088.83308589239,1.9738304635128623,0.0
59088.840030330306,1.4188288592593017,0.0
59088.84697476823,3.5155690527548384,0.0
59088.853919205925,1.9232872334961366,0.0
59088.86086364338,1.6329905012345964,0.0
59088.86780808107,1.89030876858848,0.0
59088.874752518524,0.44144895476655294,0.0
59088.88169695575,0.41803992020997627,0.0
59088.88864139297,3.4495762371607466,0.0
59088.8955858302,1.1897646944507727,0.0
59088.902530267194,2.105313584899217,0.0
59088.90947470395,2.0926820452597936,0.0
59088.91641914094,2.2377006414550347,0.0
59088.9233635777,-0.11014248511996091,0.0
59088.93030801423,0.6514561937677403,0.0
59088.93725245075,1.1556192842686666,0.0
59088.94419688728,1.7542735181473814,0.0
59088.95114132357,3.339146253984871,0.0
59088.95808575986,2.5991511099339757,0.0
59088.96503019593,1.8117111542406694,0.0
59088.97197463198,0.5588581314788426,0.0
59088.978919068046,0.9611282622174424,0.0
59088.98586350387,-0.05811794420778971,0.0
59088.9928079397,0.5137686289668304,0.0
59088.99975237529,0.1577914173977838,0.0
59089.00669681089,1.215443482371775,0.0
59089.01364124648,1.8144864721047966,0.0
59089.02058568184,-0.45365954136970704,0.0
59089.02753011721,1.3711628494577195,0.0
59089.03447455233,1.6676098811272273,0.0
59089.041418987465,0.9471143844254724,0.0
59089.04836342259,1.5943628161403913,0.0
59089.05530785749,1.4523449169647922,0.0
59089.06225229238,1.589107470480362,0.0
59089.06919672705,0.590883595263899,0.0
59089.07614116171,2.4110316246240893,0.0
59089.08308559637,2.224056894791901,0.0
59089.090030030806,1.8745827437891072,0.0
59089.09697446523,-0.5535068508421259,0.0
59089.103918899666,2.3200683823442425,0.0
